Song,Emotion,Valence,Arousal
im a girl watcher,impressed,6.457033146678917,4.619098360655737
cant get it out of my head,worried,5.60433093427916,4.251475409836066
go your own way,pensive,5.78970098045302,3.8555737704918034
fire and rain,pensive,5.78970098045302,3.8555737704918034
its time,pensive,5.78970098045302,3.8555737704918034
mamas pearl,pensive,5.78970098045302,3.8555737704918034
all the man that i need,impressed,6.457033146678917,4.619098360655737
superstition,worried,5.60433093427916,4.251475409836066
hooray for hazel,apathetic,5.363349874253141,4.534262295081967
clap for the wolfman,worried,5.60433093427916,4.251475409836066
you wont see me,worried,5.60433093427916,4.251475409836066
rhythm nation,worried,5.60433093427916,4.251475409836066
alone,melancholy,5.6414049435139315,3.7848770491803276
sexual healing,impressed,6.457033146678917,4.619098360655737
i woke up in love this morning,hopeful,6.86484724826141,4.279754098360655
nobodys supposed to be here,pensive,5.78970098045302,3.8555737704918034
wait,pensive,5.78970098045302,3.8555737704918034
midnight blue,pensive,5.78970098045302,3.8555737704918034
without you,embarassed,5.1594428234618945,3.8555737704918034
guilty,pensive,5.78970098045302,3.8555737704918034
dirt,pensive,5.78970098045302,3.8555737704918034
sk8er boi,pensive,5.78970098045302,3.8555737704918034
funky broadway,worried,5.60433093427916,4.251475409836066
gotta tell you,impressed,6.457033146678917,4.619098360655737
steppin out,pensive,5.78970098045302,3.8555737704918034
gloria,pensive,5.78970098045302,3.8555737704918034
i go to extremes,pensive,5.78970098045302,3.8555737704918034
aint too proud to beg,worried,5.60433093427916,4.251475409836066
listen to your heart,hopeful,6.86484724826141,4.279754098360655
one step at a time,pensive,5.78970098045302,3.8555737704918034
boulevard of broken dreams,sleepy,5.752626971218248,3.29
look what theyve done to my song ma,pensive,5.78970098045302,3.8555737704918034
paralyzer,pensive,5.78970098045302,3.8555737704918034
love,worried,5.60433093427916,4.251475409836066
amos moses,worried,5.60433093427916,4.251475409836066
chickaboom dont ya jes love it,impressed,6.457033146678917,4.619098360655737
roll up,pensive,5.78970098045302,3.8555737704918034
shake your groove thing,worried,5.60433093427916,4.251475409836066
lost in love,worried,5.60433093427916,4.251475409836066
motorcycle mama,pensive,5.78970098045302,3.8555737704918034
no type,pensive,5.78970098045302,3.8555737704918034
saving forever for you,contemplative,6.809236234409252,3.8555737704918034
dont stand so close to me,embarassed,5.1594428234618945,3.8555737704918034
love in this club,pensive,5.78970098045302,3.8555737704918034
bring me to life,pensive,5.78970098045302,3.8555737704918034
never give you up,impressed,6.457033146678917,4.619098360655737
so fresh so clean,peaceful,6.753625220557094,3.5727868852459017
till the world ends,pensive,5.78970098045302,3.8555737704918034
treat me right,impressed,6.457033146678917,4.619098360655737
yellow submarine,impressed,6.457033146678917,4.619098360655737
down on me,worried,5.60433093427916,4.251475409836066
breakdown dead ahead,embarassed,5.1594428234618945,3.8555737704918034
shortie like mine,pensive,5.78970098045302,3.8555737704918034
when i die,worried,5.60433093427916,4.251475409836066
ariel,pensive,5.78970098045302,3.8555737704918034
she works hard for the money,impressed,6.457033146678917,4.619098360655737
bungle in the jungle,worried,5.60433093427916,4.251475409836066
hanging by a moment,worried,5.60433093427916,4.251475409836066
if i were a boy,pensive,5.78970098045302,3.8555737704918034
her diamonds,pensive,5.78970098045302,3.8555737704918034
living inside myself,apathetic,5.363349874253141,4.534262295081967
youre my best friend,hopeful,6.86484724826141,4.279754098360655
all i have,worried,5.60433093427916,4.251475409836066
you make me feel,pensive,5.78970098045302,3.8555737704918034
down under,worried,5.60433093427916,4.251475409836066
climax,worried,5.60433093427916,4.251475409836066
if i could go,pensive,5.78970098045302,3.8555737704918034
mr bojangles,pensive,5.78970098045302,3.8555737704918034
someone like you,worried,5.60433093427916,4.251475409836066
fall in love with me,pensive,5.78970098045302,3.8555737704918034
please love me forever,worried,5.60433093427916,4.251475409836066
heaven is a place on earth,impressed,6.457033146678917,4.619098360655737
oh pretty woman,contemplative,6.809236234409252,3.8555737704918034
bad romance,apathetic,5.363349874253141,4.534262295081967
it goes like this,impressed,6.457033146678917,4.619098360655737
downtown,worried,5.60433093427916,4.251475409836066
as i lay me down,peaceful,6.753625220557094,3.5727868852459017
ill be your shelter,pensive,5.78970098045302,3.8555737704918034
just the girl,pensive,5.78970098045302,3.8555737704918034
like glue,pensive,5.78970098045302,3.8555737704918034
sundown,melancholy,5.6414049435139315,3.7848770491803276
go away little girl,worried,5.60433093427916,4.251475409836066
im every woman,pensive,5.78970098045302,3.8555737704918034
love takes time,worried,5.60433093427916,4.251475409836066
i say a little prayer,pensive,5.78970098045302,3.8555737704918034
livin thing,embarassed,5.1594428234618945,3.8555737704918034
sharing the night together,pensive,5.78970098045302,3.8555737704918034
theres a kind of hush,pensive,5.78970098045302,3.8555737704918034
i cant wait,worried,5.60433093427916,4.251475409836066
while you see a chance,pensive,5.78970098045302,3.8555737704918034
touch me all night long,impressed,6.457033146678917,4.619098360655737
winchester cathedral,pensive,5.78970098045302,3.8555737704918034
do your thing,pensive,5.78970098045302,3.8555737704918034
walk this way,pensive,5.78970098045302,3.8555737704918034
running with the night,impressed,6.457033146678917,4.619098360655737
big green tractor,pensive,5.78970098045302,3.8555737704918034
dirty laundry,apathetic,5.363349874253141,4.534262295081967
i cant stand the rain,sleepy,5.752626971218248,3.29
19 somethin,pensive,5.78970098045302,3.8555737704918034
you belong to me,peaceful,6.753625220557094,3.5727868852459017
crazy,worried,5.60433093427916,4.251475409836066
stuck with you,hopeful,6.86484724826141,4.279754098360655
cant you hear my heart beat,impressed,6.457033146678917,4.619098360655737
mirrors,pensive,5.78970098045302,3.8555737704918034
december,apathetic,5.363349874253141,4.534262295081967
shake your body down to the ground,worried,5.60433093427916,4.251475409836066
i wanna have some fun,impressed,6.457033146678917,4.619098360655737
snoopy vs the red baron,apathetic,5.363349874253141,4.534262295081967
too little too late,worried,5.60433093427916,4.251475409836066
lose my breath,worried,5.60433093427916,4.251475409836066
evergreen love theme from a star is born,contemplative,6.809236234409252,3.8555737704918034
ive been lonely too long,discontent,4.473573652618612,4.251475409836066
we are young,pensive,5.78970098045302,3.8555737704918034
best song ever,pensive,5.78970098045302,3.8555737704918034
blame it,apathetic,5.363349874253141,4.534262295081967
some kind of wonderful,hopeful,6.86484724826141,4.279754098360655
the long and winding road,melancholy,5.6414049435139315,3.7848770491803276
people are crazy,worried,5.60433093427916,4.251475409836066
wild night,pensive,5.78970098045302,3.8555737704918034
halfbreed,worried,5.60433093427916,4.251475409836066
no no no,pensive,5.78970098045302,3.8555737704918034
ticket to ride,pensive,5.78970098045302,3.8555737704918034
cab driver,pensive,5.78970098045302,3.8555737704918034
i just cant help believing,contemplative,6.809236234409252,3.8555737704918034
how low,melancholy,5.6414049435139315,3.7848770491803276
unbelievable,worried,5.60433093427916,4.251475409836066
drivin my life away,worried,5.60433093427916,4.251475409836066
give up the funk tear the roof off the sucker,embarassed,5.1594428234618945,3.8555737704918034
feels like tonight,pensive,5.78970098045302,3.8555737704918034
hotel california,pensive,5.78970098045302,3.8555737704918034
november rain,pensive,5.78970098045302,3.8555737704918034
diva,apathetic,5.363349874253141,4.534262295081967
come go with me,pensive,5.78970098045302,3.8555737704918034
never lie,melancholy,5.6414049435139315,3.7848770491803276
where does my heart beat now,worried,5.60433093427916,4.251475409836066
you take my breath away,pensive,5.78970098045302,3.8555737704918034
mad,worried,5.60433093427916,4.251475409836066
incense and peppermints,pensive,5.78970098045302,3.8555737704918034
as good as i once was,pensive,5.78970098045302,3.8555737704918034
im gonna be alright,pensive,5.78970098045302,3.8555737704918034
hot stuff,impressed,6.457033146678917,4.619098360655737
truly,hopeful,6.86484724826141,4.279754098360655
read your mind,contemplative,6.809236234409252,3.8555737704918034
this little girl,pensive,5.78970098045302,3.8555737704918034
get the party started,impressed,6.457033146678917,4.619098360655737
couldnt get it right,pensive,5.78970098045302,3.8555737704918034
where were you when the world stopped turning,pensive,5.78970098045302,3.8555737704918034
kodachrome,impressed,6.457033146678917,4.619098360655737
water runs dry,embarassed,5.1594428234618945,3.8555737704918034
trumpets,worried,5.60433093427916,4.251475409836066
everything i do i do it for you,pensive,5.78970098045302,3.8555737704918034
switch,worried,5.60433093427916,4.251475409836066
frontin,pensive,5.78970098045302,3.8555737704918034
move this,worried,5.60433093427916,4.251475409836066
sm,impressed,6.457033146678917,4.619098360655737
riders on the storm,impressed,6.457033146678917,4.619098360655737
we dont need another hero,impressed,6.457033146678917,4.619098360655737
all i do is win,worried,5.60433093427916,4.251475409836066
ive got to use my imagination,pensive,5.78970098045302,3.8555737704918034
jeans on,pensive,5.78970098045302,3.8555737704918034
lost without u,impressed,6.457033146678917,4.619098360655737
touch my body,pensive,5.78970098045302,3.8555737704918034
youre having my baby,hopeful,6.86484724826141,4.279754098360655
rainy night in georgia,pensive,5.78970098045302,3.8555737704918034
saturday in the park,pensive,5.78970098045302,3.8555737704918034
the hanging tree,pensive,5.78970098045302,3.8555737704918034
cool change,pensive,5.78970098045302,3.8555737704918034
fortress around your heart,embarassed,5.1594428234618945,3.8555737704918034
beauty is only skin deep,pensive,5.78970098045302,3.8555737704918034
flashing lights,pensive,5.78970098045302,3.8555737704918034
those were the days,impressed,6.457033146678917,4.619098360655737
silly love songs,impressed,6.457033146678917,4.619098360655737
4 minutes,pensive,5.78970098045302,3.8555737704918034
its over now,impressed,6.457033146678917,4.619098360655737
the lady in red,pensive,5.78970098045302,3.8555737704918034
i dont wanna fight,worried,5.60433093427916,4.251475409836066
save your heart for me,hopeful,6.86484724826141,4.279754098360655
my happy ending,worried,5.60433093427916,4.251475409836066
im gonna make you mine,pensive,5.78970098045302,3.8555737704918034
the cover of the rolling stone,pensive,5.78970098045302,3.8555737704918034
why cant this be love,impressed,6.457033146678917,4.619098360655737
here i am,pensive,5.78970098045302,3.8555737704918034
still,pensive,5.78970098045302,3.8555737704918034
real real real,contemplative,6.809236234409252,3.8555737704918034
carry on,melancholy,5.6414049435139315,3.7848770491803276
wild thing,worried,5.60433093427916,4.251475409836066
mony mony,hopeful,6.86484724826141,4.279754098360655
what its like,worried,5.60433093427916,4.251475409836066
this ones for the children,pensive,5.78970098045302,3.8555737704918034
troglodyte cave man,pensive,5.78970098045302,3.8555737704918034
suffocate,pensive,5.78970098045302,3.8555737704918034
i want your love,impressed,6.457033146678917,4.619098360655737
could it be magic,impressed,6.457033146678917,4.619098360655737
the stroke,apathetic,5.363349874253141,4.534262295081967
another night,hopeful,6.86484724826141,4.279754098360655
sad songs say so much,melancholy,5.6414049435139315,3.7848770491803276
too much time on my hands,embarassed,5.1594428234618945,3.8555737704918034
speed of sound,pensive,5.78970098045302,3.8555737704918034
i still believe,contemplative,6.809236234409252,3.8555737704918034
body party,impressed,6.457033146678917,4.619098360655737
cry like a baby,impressed,6.457033146678917,4.619098360655737
california dreamin,sleepy,5.752626971218248,3.29
on and on,worried,5.60433093427916,4.251475409836066
no no song,melancholy,5.6414049435139315,3.7848770491803276
want to want me,pensive,5.78970098045302,3.8555737704918034
closer to free,pleased,7.383883377548219,4.562540983606557
sweet sweet baby since youve been gone,pensive,5.78970098045302,3.8555737704918034
elvira,worried,5.60433093427916,4.251475409836066
toxic,apathetic,5.363349874253141,4.534262295081967
get it on tonite,pensive,5.78970098045302,3.8555737704918034
cant stop this thing we started,melancholy,5.6414049435139315,3.7848770491803276
just a little,apathetic,5.363349874253141,4.534262295081967
hang on sloopy,pensive,5.78970098045302,3.8555737704918034
gimme some lovin,pensive,5.78970098045302,3.8555737704918034
the river of dreams,pensive,5.78970098045302,3.8555737704918034
the edge of glory,apathetic,5.363349874253141,4.534262295081967
halo,peaceful,6.753625220557094,3.5727868852459017
livin on a prayer,worried,5.60433093427916,4.251475409836066
thoia thoing,worried,5.60433093427916,4.251475409836066
u got it bad,worried,5.60433093427916,4.251475409836066
apples peaches pumpkin pie,pensive,5.78970098045302,3.8555737704918034
name,embarassed,5.1594428234618945,3.8555737704918034
my mistake was to love you,impressed,6.457033146678917,4.619098360655737
ill be over you,pensive,5.78970098045302,3.8555737704918034
in the summertime,impressed,6.457033146678917,4.619098360655737
aint even done with the night,pensive,5.78970098045302,3.8555737704918034
missing you,pensive,5.78970098045302,3.8555737704918034
headstrong,worried,5.60433093427916,4.251475409836066
im henery the eighth i am,bored,5.085294804992351,3.6010655737704917
right now na na na,pensive,5.78970098045302,3.8555737704918034
reflections of my life,embarassed,5.1594428234618945,3.8555737704918034
pictures of matchstick men,pensive,5.78970098045302,3.8555737704918034
come back to me,melancholy,5.6414049435139315,3.7848770491803276
have you ever,pensive,5.78970098045302,3.8555737704918034
8675309 jenny,pensive,5.78970098045302,3.8555737704918034
ei,worried,5.60433093427916,4.251475409836066
hes mine,pensive,5.78970098045302,3.8555737704918034
long tall glasses,pensive,5.78970098045302,3.8555737704918034
if i cant have you,worried,5.60433093427916,4.251475409836066
another one bites the dust,melancholy,5.6414049435139315,3.7848770491803276
undo it,worried,5.60433093427916,4.251475409836066
in the navy,pensive,5.78970098045302,3.8555737704918034
it was almost like a song,worried,5.60433093427916,4.251475409836066
dancin shoes,melancholy,5.6414049435139315,3.7848770491803276
come over,pensive,5.78970098045302,3.8555737704918034
is this love,impressed,6.457033146678917,4.619098360655737
jungle boogie,melancholy,5.6414049435139315,3.7848770491803276
sad eyes,melancholy,5.6414049435139315,3.7848770491803276
runaway love,worried,5.60433093427916,4.251475409836066
daddy dont you walk so fast,contemplative,6.809236234409252,3.8555737704918034
stereo love,worried,5.60433093427916,4.251475409836066
crying in the chapel,peaceful,6.753625220557094,3.5727868852459017
lets get it on,impressed,6.457033146678917,4.619098360655737
love of my life an ode to hiphop,impressed,6.457033146678917,4.619098360655737
obsession,pensive,5.78970098045302,3.8555737704918034
party in the usa,impressed,6.457033146678917,4.619098360655737
slide,pensive,5.78970098045302,3.8555737704918034
when i think of you,hopeful,6.86484724826141,4.279754098360655
she looks so perfect,worried,5.60433093427916,4.251475409836066
rude,worried,5.60433093427916,4.251475409836066
thinkin bout it,worried,5.60433093427916,4.251475409836066
man i feel like a woman,impressed,6.457033146678917,4.619098360655737
everyday is a winding road,pensive,5.78970098045302,3.8555737704918034
something to talk about,pensive,5.78970098045302,3.8555737704918034
band on the run,worried,5.60433093427916,4.251475409836066
the one,impressed,6.457033146678917,4.619098360655737
fuckin perfect,worried,5.60433093427916,4.251475409836066
all that she wants,impressed,6.457033146678917,4.619098360655737
ymca,pensive,5.78970098045302,3.8555737704918034
place in this world,peaceful,6.753625220557094,3.5727868852459017
im too sexy,impressed,6.457033146678917,4.619098360655737
if i had no loot,pensive,5.78970098045302,3.8555737704918034
dreamlover,worried,5.60433093427916,4.251475409836066
blinded by the light,pensive,5.78970098045302,3.8555737704918034
off the wall,worried,5.60433093427916,4.251475409836066
love wont let me wait,worried,5.60433093427916,4.251475409836066
stop in the name of love,worried,5.60433093427916,4.251475409836066
cars,peaceful,6.753625220557094,3.5727868852459017
wildwood weed,pensive,5.78970098045302,3.8555737704918034
just a girl,worried,5.60433093427916,4.251475409836066
whataya want from me,worried,5.60433093427916,4.251475409836066
complicated,pensive,5.78970098045302,3.8555737704918034
there it go the whistle song,pensive,5.78970098045302,3.8555737704918034
you cant turn me off in the middle of turning me on,worried,5.60433093427916,4.251475409836066
sweet talkin woman,pensive,5.78970098045302,3.8555737704918034
my baby,pensive,5.78970098045302,3.8555737704918034
whip it,discontent,4.473573652618612,4.251475409836066
redneck woman,worried,5.60433093427916,4.251475409836066
pullin me back,pensive,5.78970098045302,3.8555737704918034
problem,melancholy,5.6414049435139315,3.7848770491803276
you got it the right stuff,hopeful,6.86484724826141,4.279754098360655
im so lonesome i could cry,embarassed,5.1594428234618945,3.8555737704918034
carnival,worried,5.60433093427916,4.251475409836066
i wonder what shes doing tonight,worried,5.60433093427916,4.251475409836066
honky tonk women,embarassed,5.1594428234618945,3.8555737704918034
gotta get thru this,pensive,5.78970098045302,3.8555737704918034
god gave me you,apathetic,5.363349874253141,4.534262295081967
waiting for tonight,pensive,5.78970098045302,3.8555737704918034
thinking out loud,impressed,6.457033146678917,4.619098360655737
when i look into your eyes,pensive,5.78970098045302,3.8555737704918034
silhouettes,pensive,5.78970098045302,3.8555737704918034
three times a lady,impressed,6.457033146678917,4.619098360655737
show me love,impressed,6.457033146678917,4.619098360655737
rocket man,pensive,5.78970098045302,3.8555737704918034
life is a highway,worried,5.60433093427916,4.251475409836066
think,pensive,5.78970098045302,3.8555737704918034
emotion,pensive,5.78970098045302,3.8555737704918034
intuition,pensive,5.78970098045302,3.8555737704918034
emotional rescue,contemplative,6.809236234409252,3.8555737704918034
heart full of soul,pensive,5.78970098045302,3.8555737704918034
a love bizarre,worried,5.60433093427916,4.251475409836066
superman its not easy,pensive,5.78970098045302,3.8555737704918034
please forgive me,pensive,5.78970098045302,3.8555737704918034
song sung blue,pensive,5.78970098045302,3.8555737704918034
one,apathetic,5.363349874253141,4.534262295081967
clumsy,impressed,6.457033146678917,4.619098360655737
cant stop,pensive,5.78970098045302,3.8555737704918034
fire lake,worried,5.60433093427916,4.251475409836066
i will wait,melancholy,5.6414049435139315,3.7848770491803276
impossible,worried,5.60433093427916,4.251475409836066
just to see her,pensive,5.78970098045302,3.8555737704918034
dreamin,pensive,5.78970098045302,3.8555737704918034
secret lovers,pensive,5.78970098045302,3.8555737704918034
with arms wide open,pensive,5.78970098045302,3.8555737704918034
down in the boondocks,pensive,5.78970098045302,3.8555737704918034
too much too little too late,apathetic,5.363349874253141,4.534262295081967
life in a northern town,pensive,5.78970098045302,3.8555737704918034
the cisco kid,impressed,6.457033146678917,4.619098360655737
take it to the limit,melancholy,5.6414049435139315,3.7848770491803276
on the way down,worried,5.60433093427916,4.251475409836066
get dancin,worried,5.60433093427916,4.251475409836066
someone to love,hopeful,6.86484724826141,4.279754098360655
separate lives,melancholy,5.6414049435139315,3.7848770491803276
you are so beautiful,amused,6.753625220557094,4.972581967213115
sexy bitch,apathetic,5.363349874253141,4.534262295081967
bottoms up,pensive,5.78970098045302,3.8555737704918034
better be good to me,peaceful,6.753625220557094,3.5727868852459017
make you sweat,impressed,6.457033146678917,4.619098360655737
lets go crazy,worried,5.60433093427916,4.251475409836066
hold on to the nights,impressed,6.457033146678917,4.619098360655737
let me love you,pensive,5.78970098045302,3.8555737704918034
youre in my heart the final acclaim,pensive,5.78970098045302,3.8555737704918034
thats the way it is,pensive,5.78970098045302,3.8555737704918034
one more try,pensive,5.78970098045302,3.8555737704918034
head to toe,impressed,6.457033146678917,4.619098360655737
can i change my mind,pensive,5.78970098045302,3.8555737704918034
freekaleek,impressed,6.457033146678917,4.619098360655737
bad boys,embarassed,5.1594428234618945,3.8555737704918034
beautiful girls,worried,5.60433093427916,4.251475409836066
jar of hearts,pensive,5.78970098045302,3.8555737704918034
let her in,pensive,5.78970098045302,3.8555737704918034
just once in my life,pensive,5.78970098045302,3.8555737704918034
watch me,embarassed,5.1594428234618945,3.8555737704918034
last kiss,impressed,6.457033146678917,4.619098360655737
boyfriend,pensive,5.78970098045302,3.8555737704918034
all for love,pensive,5.78970098045302,3.8555737704918034
eyes without a face,pensive,5.78970098045302,3.8555737704918034
sailing,pensive,5.78970098045302,3.8555737704918034
loverboy,worried,5.60433093427916,4.251475409836066
baby baby,hopeful,6.86484724826141,4.279754098360655
96 tears,apathetic,5.363349874253141,4.534262295081967
the winner takes it all,worried,5.60433093427916,4.251475409836066
its not over,pensive,5.78970098045302,3.8555737704918034
shiny happy people,amused,6.753625220557094,4.972581967213115
message to michael,pensive,5.78970098045302,3.8555737704918034
game of love,amused,6.753625220557094,4.972581967213115
rehab,pensive,5.78970098045302,3.8555737704918034
working my way back to youforgive me girl,impressed,6.457033146678917,4.619098360655737
something about you,impressed,6.457033146678917,4.619098360655737
deep purple,pensive,5.78970098045302,3.8555737704918034
who dat,worried,5.60433093427916,4.251475409836066
rock me tonite,pensive,5.78970098045302,3.8555737704918034
colors of the wind,pensive,5.78970098045302,3.8555737704918034
love will keep us together,pensive,5.78970098045302,3.8555737704918034
pon de replay,pensive,5.78970098045302,3.8555737704918034
coconut,pensive,5.78970098045302,3.8555737704918034
what makes you beautiful,pensive,5.78970098045302,3.8555737704918034
nice  slow,worried,5.60433093427916,4.251475409836066
radar love,pensive,5.78970098045302,3.8555737704918034
am i wrong,worried,5.60433093427916,4.251475409836066
take on me,pensive,5.78970098045302,3.8555737704918034
colour my world,pensive,5.78970098045302,3.8555737704918034
i got the hook up,worried,5.60433093427916,4.251475409836066
stand by me,bored,5.085294804992351,3.6010655737704917
mad about you,apathetic,5.363349874253141,4.534262295081967
undercover of the night,pensive,5.78970098045302,3.8555737704918034
slam,embarassed,5.1594428234618945,3.8555737704918034
youre my world,contemplative,6.809236234409252,3.8555737704918034
hard knock life ghetto anthem,worried,5.60433093427916,4.251475409836066
best day of my life,contemplative,6.809236234409252,3.8555737704918034
big girls dont cry,pensive,5.78970098045302,3.8555737704918034
cara mia,worried,5.60433093427916,4.251475409836066
west end girls,embarassed,5.1594428234618945,3.8555737704918034
shed rather be with me,hopeful,6.86484724826141,4.279754098360655
ill take you there,pensive,5.78970098045302,3.8555737704918034
pink cadillac,pensive,5.78970098045302,3.8555737704918034
how can i fall,melancholy,5.6414049435139315,3.7848770491803276
gin and juice,worried,5.60433093427916,4.251475409836066
addicted to love,impressed,6.457033146678917,4.619098360655737
suit  tie,pensive,5.78970098045302,3.8555737704918034
penny lover,worried,5.60433093427916,4.251475409836066
put a little love in your heart,pensive,5.78970098045302,3.8555737704918034
she got it,pensive,5.78970098045302,3.8555737704918034
whos crying now,worried,5.60433093427916,4.251475409836066
ruby tuesday,worried,5.60433093427916,4.251475409836066
we are family,pensive,5.78970098045302,3.8555737704918034
i remember holding you,pensive,5.78970098045302,3.8555737704918034
everything about you,worried,5.60433093427916,4.251475409836066
hey nineteen,impressed,6.457033146678917,4.619098360655737
steal away,apathetic,5.363349874253141,4.534262295081967
butterfly,impressed,6.457033146678917,4.619098360655737
burnin it down,impressed,6.457033146678917,4.619098360655737
signed sealed delivered im yours,apathetic,5.363349874253141,4.534262295081967
differences,contemplative,6.809236234409252,3.8555737704918034
lucy in the sky with diamonds,peaceful,6.753625220557094,3.5727868852459017
church of the poison mind,apathetic,5.363349874253141,4.534262295081967
keep feeling fascination,hopeful,6.86484724826141,4.279754098360655
lotta love,impressed,6.457033146678917,4.619098360655737
679,pensive,5.78970098045302,3.8555737704918034
freak like me,pensive,5.78970098045302,3.8555737704918034
get off,pensive,5.78970098045302,3.8555737704918034
call me,peaceful,6.753625220557094,3.5727868852459017
ive been thinking about you,impressed,6.457033146678917,4.619098360655737
heaven help me,impressed,6.457033146678917,4.619098360655737
america,contemplative,6.809236234409252,3.8555737704918034
rock and roll all nite live,pensive,5.78970098045302,3.8555737704918034
heart of gold,amused,6.753625220557094,4.972581967213115
rikki dont lose that number,pensive,5.78970098045302,3.8555737704918034
im on one,worried,5.60433093427916,4.251475409836066
i like it like that,pensive,5.78970098045302,3.8555737704918034
if you let me make love to you then why cant i touch you,pensive,5.78970098045302,3.8555737704918034
back stabbers,pensive,5.78970098045302,3.8555737704918034
hungry,worried,5.60433093427916,4.251475409836066
gettin jiggy wit it,pensive,5.78970098045302,3.8555737704918034
you make me feel brand new,hopeful,6.86484724826141,4.279754098360655
play it again,contemplative,6.809236234409252,3.8555737704918034
alfie,contemplative,6.809236234409252,3.8555737704918034
no such thing,worried,5.60433093427916,4.251475409836066
little jeannie,impressed,6.457033146678917,4.619098360655737
i saw the light,pensive,5.78970098045302,3.8555737704918034
mrs officer,pensive,5.78970098045302,3.8555737704918034
love is a wonderful thing,hopeful,6.86484724826141,4.279754098360655
did you ever have to make up your mind,pensive,5.78970098045302,3.8555737704918034
convoy,melancholy,5.6414049435139315,3.7848770491803276
i cant hold back,worried,5.60433093427916,4.251475409836066
stand up,worried,5.60433093427916,4.251475409836066
exs  ohs,pensive,5.78970098045302,3.8555737704918034
let it be,sleepy,5.752626971218248,3.29
deacon blues,worried,5.60433093427916,4.251475409836066
the tide is high,pensive,5.78970098045302,3.8555737704918034
what about us,pensive,5.78970098045302,3.8555737704918034
a little bit more,pensive,5.78970098045302,3.8555737704918034
nuthin but a g thang,worried,5.60433093427916,4.251475409836066
too busy thinking about my baby,pensive,5.78970098045302,3.8555737704918034
breathe,pensive,5.78970098045302,3.8555737704918034
everything changes,pleased,7.383883377548219,4.562540983606557
tighten up,worried,5.60433093427916,4.251475409836066
love dont cost a thing,worried,5.60433093427916,4.251475409836066
here in your arms,contemplative,6.809236234409252,3.8555737704918034
a walk in the black forest,hopeful,6.86484724826141,4.279754098360655
funky cold medina,worried,5.60433093427916,4.251475409836066
only,worried,5.60433093427916,4.251475409836066
drunk on you,worried,5.60433093427916,4.251475409836066
dont cry,apathetic,5.363349874253141,4.534262295081967
stay the same,pensive,5.78970098045302,3.8555737704918034
somewhere out there,peaceful,6.753625220557094,3.5727868852459017
i want a new drug,melancholy,5.6414049435139315,3.7848770491803276
lets groove,pensive,5.78970098045302,3.8555737704918034
over,worried,5.60433093427916,4.251475409836066
sittin up in my room,melancholy,5.6414049435139315,3.7848770491803276
every little thing she does is magic,worried,5.60433093427916,4.251475409836066
turn it up remixfire it up,worried,5.60433093427916,4.251475409836066
stomp,worried,5.60433093427916,4.251475409836066
25 or 6 to 4,pensive,5.78970098045302,3.8555737704918034
what are we doin in love,impressed,6.457033146678917,4.619098360655737
dream weaver,peaceful,6.753625220557094,3.5727868852459017
drops of jupiter tell me,pensive,5.78970098045302,3.8555737704918034
just like jesse james,worried,5.60433093427916,4.251475409836066
southside,pensive,5.78970098045302,3.8555737704918034
cryin,worried,5.60433093427916,4.251475409836066
love theme from romeo and juliet,pensive,5.78970098045302,3.8555737704918034
do i do,impressed,6.457033146678917,4.619098360655737
best of you,apathetic,5.363349874253141,4.534262295081967
somebodys knockin,pensive,5.78970098045302,3.8555737704918034
a little in love,hopeful,6.86484724826141,4.279754098360655
bills bills bills,pensive,5.78970098045302,3.8555737704918034
pimp,worried,5.60433093427916,4.251475409836066
judy in disguise with glasses,pensive,5.78970098045302,3.8555737704918034
cum on feel the noize,impressed,6.457033146678917,4.619098360655737
thieves in the temple,worried,5.60433093427916,4.251475409836066
societys child,pensive,5.78970098045302,3.8555737704918034
outta my system,pensive,5.78970098045302,3.8555737704918034
tender love,impressed,6.457033146678917,4.619098360655737
kiss an angel good mornin,hopeful,6.86484724826141,4.279754098360655
youll never find another love like mine,melancholy,5.6414049435139315,3.7848770491803276
classic man,worried,5.60433093427916,4.251475409836066
they long to be close to you,pensive,5.78970098045302,3.8555737704918034
they dont know,pensive,5.78970098045302,3.8555737704918034
if you asked me to,contemplative,6.809236234409252,3.8555737704918034
amanda,pensive,5.78970098045302,3.8555737704918034
rollout my,worried,5.60433093427916,4.251475409836066
love is alive,impressed,6.457033146678917,4.619098360655737
baby i love you,hopeful,6.86484724826141,4.279754098360655
never surrender,melancholy,5.6414049435139315,3.7848770491803276
sure thing,worried,5.60433093427916,4.251475409836066
ill never get over you getting over me,impressed,6.457033146678917,4.619098360655737
wake up everybody,pensive,5.78970098045302,3.8555737704918034
lets go,pensive,5.78970098045302,3.8555737704918034
butta love,impressed,6.457033146678917,4.619098360655737
i need you,impressed,6.457033146678917,4.619098360655737
billie jean,contemplative,6.809236234409252,3.8555737704918034
dead and gone,embarassed,5.1594428234618945,3.8555737704918034
yesterdays songs,hopeful,6.86484724826141,4.279754098360655
thats what friends are for,sleepy,5.752626971218248,3.29
already gone,worried,5.60433093427916,4.251475409836066
wonder,pensive,5.78970098045302,3.8555737704918034
with every beat of my heart,worried,5.60433093427916,4.251475409836066
brave,pensive,5.78970098045302,3.8555737704918034
you cant hurry love,impressed,6.457033146678917,4.619098360655737
good for you,pensive,5.78970098045302,3.8555737704918034
